agent,group,model,AS_fit,DB_fit,SG_fit,Unnamed: 0,VS_fit,fit_AS,fit_ASG,fit_DB,fit_SG,fit_VS,id,r2,lambda,beta,tau,par,initial_eps_soc,eta_eps_soc
4,4,VS,391.8796060801516,392.7130843758224,394.5794651850232,22080,405.4809130366125,391.8796060801516,396.2992349785813,392.7130843758224,394.57946518502325,405.4809130366124,15,0.2382020112540665,0.9509944670666844,0.34264355998413726,0.06520565223711666,0.116,,
4,4,SG,391.8796060801516,392.7130843758224,394.5794651850232,22080,405.4809130366125,391.8796060801516,396.2992349785813,392.7130843758224,394.57946518502325,405.4809130366124,15,0.2579590308665044,1.406244934229539,0.23730542656817338,0.07607397719854503,4.218881451476064,,
4,4,ASG,391.8796060801516,392.7130843758224,394.5794651850232,22080,405.4809130366125,391.8796060801516,396.2992349785813,392.7130843758224,394.57946518502325,405.4809130366124,15,0.2547564175993211,1.5572055776597162,0.19580370896497676,0.08459421213455756,,4.052574220381569,0.003962177690027481
4,6,AS,382.0185344450019,382.5767412034861,380.5098459487272,480,395.0957239122007,413.60624724652706,408.95369887327024,410.00345932838184,410.56719908750154,407.8750645088156,16,0.2231723064425542,0.7238952596641132,0.47261173917783117,0.04517558323741932,,,
4,6,DB,382.0185344450019,382.5767412034861,380.5098459487272,480,395.0957239122007,413.60624724652706,408.95369887327024,410.00345932838184,410.56719908750154,407.8750645088156,16,0.22984382733308178,0.7217132607219219,0.4698084566940744,0.04546604909543697,0.21428570000000002,,
4,6,VS,382.0185344450019,382.5767412034861,380.5098459487272,480,395.0957239122007,413.60624724652706,408.95369887327024,410.00345932838184,410.56719908750154,407.8750645088156,16,0.2341101628047627,1.2609206952410397,0.24146362201647942,0.08035706937057728,0.14172186887184096,,
4,6,SG,382.0185344450019,382.5767412034861,380.5098459487272,480,395.0957239122007,413.60624724652706,408.95369887327024,410.00345932838184,410.56719908750154,407.8750645088156,16,0.2288541386900298,0.7237362165062258,0.42938147818177863,0.045483865135002535,9.013491808625686,,
4,6,ASG,382.0185344450019,382.5767412034861,380.5098459487272,480,395.0957239122007,413.60624724652706,408.95369887327024,410.00345932838184,410.56719908750154,407.8750645088156,16,0.2321600001589008,0.7237208325092526,0.429414249521202,0.04548240664612934,,9.029931372293348,0.004985153033494664
1,6,AS,413.606247246527,410.00345932838184,410.56719908750154,5040,407.8750645088156,390.1706848592458,402.9953950990273,392.2761023199896,405.2246148419307,416.1068205466445,17,0.2735990456674675,0.9420409292132499,0.38447846736077745,0.05025990339256452,,,
1,6,DB,413.606247246527,410.00345932838184,410.56719908750154,5040,407.8750645088156,390.1706848592458,402.9953950990273,392.2761023199896,405.2246148419307,416.1068205466445,17,0.26967928103085886,0.7533089233616718,0.44342542866183027,0.042061569798017666,0.21428570000000002,,
1,6,VS,413.606247246527,410.00345932838184,410.56719908750154,5040,407.8750645088156,390.1706848592458,402.9953950990273,392.2761023199896,405.2246148419307,416.1068205466445,17,0.22531239972988004,2.2028983915171536,0.006737946999085468,0.13016784781788854,0.116,,
1,6,SG,413.606247246527,410.00345932838184,410.56719908750154,5040,407.8750645088156,390.1706848592458,402.9953950990273,392.2761023199896,405.2246148419307,416.1068205466445,17,0.24557236521651998,2.1165997992859817,0.06676439405371494,0.1175004415338793,6.9342595632819135,,
1,6,ASG,413.606247246527,410.00345932838184,410.56719908750154,5040,407.8750645088156,390.1706848592458,402.9953950990273,392.2761023199896,405.2246148419307,416.1068205466445,17,0.2497226189682751,2.103838905349209,0.06603529720240199,0.11680593714055465,,7.751264932058276,0.0032534326197104246
3,6,AS,434.0894695389557,424.2038584783247,441.170851783,5520,433.1371838699755,434.08946953895577,430.5531602576166,424.2038584783247,441.17085178299993,433.1371838699756,18,0.19183317154503016,0.7402007342445244,0.443785651404914,0.04576834445347122,,,
3,6,DB,434.0894695389557,424.2038584783247,441.170851783,5520,433.1371838699755,434.08946953895577,430.5531602576166,424.2038584783247,441.17085178299993,433.1371838699756,18,0.21023772521156994,0.7559942132233168,0.44964888549758614,0.04445313185763892,0.21428570000000002,,
3,6,VS,434.0894695389557,424.2038584783247,441.170851783,5520,433.1371838699755,434.08946953895577,430.5531602576166,424.2038584783247,441.17085178299993,433.1371838699756,18,0.19360609105330617,1.0182808768761984,0.3170840291910547,0.07049764561557806,0.11899674666752975,,
